,id,created_at,username,text
79,1549820471482499075,Wed Jul 20 18:16:09 +0000 2022,cruxism2lmao,end it however you want nobody should take from this fake apology about a joke that really did not need an apology to begin with
80,1549820462082887681,Wed Jul 20 18:16:07 +0000 2022,JoshForNY,this is what we should be doing in every county throughout the state but too often this t happen because and broker back room to give bipartisan for this made our judiciary a joke real change here
81,1549820457536393216,Wed Jul 20 18:16:06 +0000 2022,JesusThestreet,_ why are you good in spreading fake information xenophobia is now a joke to you
82,1549820456999567363,Wed Jul 20 18:16:05 +0000 2022,UR_VILAGEPEOPLE,_nwa you did not get the joke
83,1549820456542568448,Wed Jul 20 18:16:05 +0000 2022,stick_joke,how did the telephone propose to his he gave her a ring
84,1549820453304287232,Wed Jul 20 18:16:04 +0000 2022,juliesund,joke club pinching our song find your own
85,1549820450817064964,Wed Jul 20 18:16:04 +0000 2022,LeFraudBlames23,i hope this is a joke
86,1549820445716893696,Wed Jul 20 18:16:03 +0000 2022,MYFWiki,all it took was on punch these gold are no joke
87,1549820443623833602,Wed Jul 20 18:16:02 +0000 2022,DelphineMusic,pointless human bollard after plea for civility at the independent um well two pot kettle come to mind so i m a joke his hand at making one instead of being one
88,1549820443430948866,Wed Jul 20 18:16:02 +0000 2022,Sir_Duby,_ nothing but a mad joke
89,1549820441711312897,Wed Jul 20 18:16:02 +0000 2022,lupisdelupis,that truss a genuine shot at being the next prime minister of the united kingdom is stuff of a cruel joke
90,1549820438594863119,Wed Jul 20 18:16:01 +0000 2022,JAYJ4MES,you just made a joke and just do too much
91,1549820433607819265,Wed Jul 20 18:16:00 +0000 2022,DaveDakins1958,the hill what a joke
92,1549820433356230659,Wed Jul 20 18:16:00 +0000 2022,SatanicSpud,extinction rebellion are a joke this is not activism this is liberal aesthetic activism
93,1549820432026566661,Wed Jul 20 18:15:59 +0000 2022,EnnyJens,seriously your half baked economic not only already left many behind they made many because many have suicide due to not seeing any more way forward shame on you huge joke is same person to fix the economy he
